instant,date,season,year,month,hour,holiday,weekday,workingday,weathersit,temp,atemp,humidity,windspeed,casual,registered,count,Usage_Category
5159,2011-08-07,3,0,8,20,0,0,0,1,0.72,0.7121,0.84,0.1343,50,133,183,Medium Usage
5160,2011-08-07,3,0,8,21,0,0,0,1,0.72,0.7121,0.84,0.1045,36,100,136,Medium Usage
5161,2011-08-07,3,0,8,22,0,0,0,1,0.7,0.6667,0.89,0.194,21,82,103,Medium Usage
5162,2011-08-07,3,0,8,23,0,0,0,1,0.7,0.6667,0.79,0.1045,12,43,55,Low Usage
5163,2011-08-08,3,0,8,0,0,1,1,1,0.7,0.6667,0.79,0.1045,13,17,30,Low Usage
5164,2011-08-08,3,0,8,1,0,1,1,1,0.68,0.6364,0.83,0.1343,4,8,12,Low Usage
5165,2011-08-08,3,0,8,2,0,1,1,1,0.66,0.5909,0.89,0.0,4,3,7,Low Usage
5166,2011-08-08,3,0,8,3,0,1,1,1,0.66,0.5909,0.89,0.0,1,0,1,Low Usage
5167,2011-08-08,3,0,8,4,0,1,1,1,0.66,0.5909,0.89,0.1045,2,8,10,Low Usage
5168,2011-08-08,3,0,8,5,0,1,1,1,0.7,0.6667,0.79,0.0896,1,14,15,Low Usage
5169,2011-08-08,3,0,8,6,0,1,1,1,0.7,0.6515,0.65,0.2836,8,87,95,Low Usage
5170,2011-08-08,3,0,8,7,0,1,1,1,0.72,0.6818,0.62,0.2985,18,249,267,Medium Usage
5171,2011-08-08,3,0,8,8,0,1,1,1,0.74,0.6818,0.58,0.3284,29,320,349,Medium Usage
5172,2011-08-08,3,0,8,9,0,1,1,1,0.76,0.697,0.55,0.3881,37,146,183,Medium Usage
5173,2011-08-08,3,0,8,10,0,1,1,1,0.8,0.7424,0.52,0.3881,62,62,124,Medium Usage
5174,2011-08-08,3,0,8,11,0,1,1,1,0.82,0.7424,0.48,0.3582,90,89,179,Medium Usage
5175,2011-08-08,3,0,8,12,0,1,1,1,0.82,0.7576,0.46,0.2537,48,134,182,Medium Usage
5176,2011-08-08,3,0,8,13,0,1,1,1,0.84,0.7576,0.44,0.2985,43,108,151,Medium Usage
5177,2011-08-08,3,0,8,14,0,1,1,1,0.82,0.7424,0.43,0.2985,41,109,150,Medium Usage
5178,2011-08-08,3,0,8,15,0,1,1,1,0.84,0.7576,0.41,0.2985,40,86,126,Medium Usage
5179,2011-08-08,3,0,8,16,0,1,1,1,0.86,0.7727,0.39,0.2836,64,218,282,Medium Usage
5180,2011-08-08,3,0,8,17,0,1,1,1,0.86,0.7727,0.39,0.1642,67,460,527,High Usage
5181,2011-08-08,3,0,8,18,0,1,1,1,0.84,0.7576,0.41,0.1343,64,465,529,High Usage
5182,2011-08-08,3,0,8,19,0,1,1,1,0.82,0.7424,0.43,0.1045,64,352,416,Medium Usage
5183,2011-08-08,3,0,8,20,0,1,1,1,0.8,0.7576,0.55,0.0,71,215,286,Medium Usage
5184,2011-08-08,3,0,8,21,0,1,1,1,0.76,0.7121,0.58,0.0896,30,156,186,Medium Usage
5185,2011-08-08,3,0,8,22,0,1,1,1,0.76,0.7121,0.58,0.1045,26,121,147,Medium Usage
5186,2011-08-08,3,0,8,23,0,1,1,1,0.74,0.697,0.66,0.1045,19,53,72,Low Usage
5187,2011-08-09,3,0,8,0,0,2,1,1,0.72,0.697,0.79,0.1343,10,25,35,Low Usage
5188,2011-08-09,3,0,8,1,0,2,1,1,0.72,0.6818,0.66,0.0,5,9,14,Low Usage
5189,2011-08-09,3,0,8,2,0,2,1,1,0.72,0.6818,0.7,0.0,9,3,12,Low Usage
5190,2011-08-09,3,0,8,3,0,2,1,1,0.72,0.6818,0.62,0.0,0,3,3,Low Usage
5191,2011-08-09,3,0,8,4,0,2,1,1,0.7,0.6667,0.74,0.0,1,6,7,Low Usage
5192,2011-08-09,3,0,8,5,0,2,1,1,0.7,0.6515,0.65,0.0896,5,25,30,Low Usage
5193,2011-08-09,3,0,8,6,0,2,1,1,0.72,0.6667,0.64,0.0,6,95,101,Medium Usage
5194,2011-08-09,3,0,8,7,0,2,1,1,0.72,0.697,0.74,0.1045,30,313,343,Medium Usage
5195,2011-08-09,3,0,8,8,0,2,1,1,0.74,0.697,0.66,0.0,40,352,392,Medium Usage
5196,2011-08-09,3,0,8,9,0,2,1,2,0.78,0.7424,0.62,0.1343,34,141,175,Medium Usage
5197,2011-08-09,3,0,8,10,0,2,1,2,0.8,0.7727,0.59,0.2239,55,89,144,Medium Usage
5198,2011-08-09,3,0,8,11,0,2,1,1,0.8,0.7727,0.59,0.2239,61,88,149,Medium Usage
5199,2011-08-09,3,0,8,12,0,2,1,1,0.82,0.7879,0.56,0.194,60,125,185,Medium Usage
5200,2011-08-09,3,0,8,13,0,2,1,1,0.84,0.7879,0.49,0.1642,48,127,175,Medium Usage
5201,2011-08-09,3,0,8,14,0,2,1,1,0.86,0.7879,0.44,0.2836,53,95,148,Medium Usage
5202,2011-08-09,3,0,8,15,0,2,1,1,0.86,0.7727,0.39,0.2836,58,106,164,Medium Usage
5203,2011-08-09,3,0,8,16,0,2,1,1,0.86,0.7727,0.39,0.2985,57,228,285,Medium Usage
5204,2011-08-09,3,0,8,17,0,2,1,1,0.8,0.7576,0.55,0.1642,79,453,532,High Usage
5205,2011-08-09,3,0,8,18,0,2,1,1,0.8,0.7576,0.55,0.194,97,488,585,High Usage
5206,2011-08-09,3,0,8,19,0,2,1,1,0.8,0.7424,0.49,0.1045,69,302,371,Medium Usage
5207,2011-08-09,3,0,8,20,0,2,1,1,0.8,0.7273,0.43,0.194,34,258,292,Medium Usage
5208,2011-08-09,3,0,8,21,0,2,1,1,0.78,0.697,0.46,0.2537,46,184,230,Medium Usage
5209,2011-08-09,3,0,8,22,0,2,1,1,0.78,0.697,0.46,0.2985,28,127,155,Medium Usage
5210,2011-08-09,3,0,8,23,0,2,1,1,0.76,0.6818,0.48,0.2836,22,53,75,Low Usage
5211,2011-08-10,3,0,8,0,0,3,1,1,0.74,0.6667,0.51,0.2239,19,18,37,Low Usage
5212,2011-08-10,3,0,8,1,0,3,1,1,0.72,0.6667,0.54,0.194,7,10,17,Low Usage
5213,2011-08-10,3,0,8,2,0,3,1,1,0.72,0.6667,0.54,0.1642,1,10,11,Low Usage
5214,2011-08-10,3,0,8,3,0,3,1,1,0.7,0.6515,0.58,0.1642,1,3,4,Low Usage
5215,2011-08-10,3,0,8,4,0,3,1,1,0.7,0.6515,0.54,0.1343,1,4,5,Low Usage
5216,2011-08-10,3,0,8,5,0,3,1,1,0.68,0.6364,0.61,0.0896,2,30,32,Low Usage
5217,2011-08-10,3,0,8,6,0,3,1,1,0.68,0.6364,0.61,0.0,9,110,119,Medium Usage
5218,2011-08-10,3,0,8,7,0,3,1,1,0.7,0.6515,0.58,0.0896,16,289,305,Medium Usage
5219,2011-08-10,3,0,8,8,0,3,1,1,0.74,0.6667,0.51,0.194,38,361,399,Medium Usage
5220,2011-08-10,3,0,8,9,0,3,1,1,0.76,0.6818,0.48,0.2239,32,148,180,Medium Usage
5221,2011-08-10,3,0,8,10,0,3,1,1,0.8,0.7273,0.43,0.2239,41,72,113,Medium Usage
5222,2011-08-10,3,0,8,11,0,3,1,1,0.8,0.7121,0.41,0.3881,54,95,149,Medium Usage
5223,2011-08-10,3,0,8,12,0,3,1,1,0.82,0.7273,0.38,0.2985,74,166,240,Medium Usage
5224,2011-08-10,3,0,8,13,0,3,1,1,0.82,0.7273,0.38,0.2836,41,150,191,Medium Usage
5225,2011-08-10,3,0,8,14,0,3,1,1,0.84,0.7273,0.34,0.3284,62,116,178,Medium Usage
5226,2011-08-10,3,0,8,15,0,3,1,1,0.86,0.7424,0.3,0.3284,53,141,194,Medium Usage
5227,2011-08-10,3,0,8,16,0,3,1,1,0.86,0.7424,0.26,0.2985,76,206,282,Medium Usage
5228,2011-08-10,3,0,8,17,0,3,1,1,0.84,0.7121,0.26,0.2985,71,513,584,High Usage
5229,2011-08-10,3,0,8,18,0,3,1,1,0.82,0.7121,0.28,0.2985,70,489,559,High Usage
5230,2011-08-10,3,0,8,19,0,3,1,1,0.8,0.697,0.26,0.2537,79,334,413,Medium Usage
5231,2011-08-10,3,0,8,20,0,3,1,1,0.76,0.6667,0.31,0.1343,59,253,312,Medium Usage
5232,2011-08-10,3,0,8,21,0,3,1,1,0.76,0.6667,0.33,0.1045,47,162,209,Medium Usage
5233,2011-08-10,3,0,8,22,0,3,1,1,0.74,0.6515,0.37,0.0,17,122,139,Medium Usage
5234,2011-08-10,3,0,8,23,0,3,1,1,0.74,0.6515,0.37,0.0896,14,94,108,Medium Usage
5235,2011-08-11,3,0,8,0,0,4,1,1,0.7,0.6364,0.45,0.1045,6,40,46,Low Usage
5236,2011-08-11,3,0,8,1,0,4,1,1,0.7,0.6364,0.45,0.1343,9,17,26,Low Usage
5237,2011-08-11,3,0,8,2,0,4,1,1,0.66,0.6212,0.54,0.1343,3,8,11,Low Usage
5238,2011-08-11,3,0,8,3,0,4,1,1,0.64,0.6212,0.57,0.1343,2,7,9,Low Usage
5239,2011-08-11,3,0,8,4,0,4,1,1,0.64,0.6212,0.57,0.1642,1,4,5,Low Usage
5240,2011-08-11,3,0,8,5,0,4,1,1,0.64,0.6212,0.61,0.194,2,23,25,Low Usage
5241,2011-08-11,3,0,8,6,0,4,1,1,0.62,0.6061,0.65,0.1642,5,101,106,Medium Usage
5242,2011-08-11,3,0,8,7,0,4,1,1,0.66,0.6212,0.54,0.1343,15,292,307,Medium Usage
5243,2011-08-11,3,0,8,8,0,4,1,1,0.7,0.6364,0.45,0.1642,29,361,390,Medium Usage
5244,2011-08-11,3,0,8,9,0,4,1,1,0.72,0.6515,0.39,0.2239,31,166,197,Medium Usage
5245,2011-08-11,3,0,8,10,0,4,1,1,0.74,0.6515,0.37,0.2537,36,96,132,Medium Usage
5246,2011-08-11,3,0,8,11,0,4,1,1,0.76,0.6667,0.35,0.2537,59,128,187,Medium Usage
5247,2011-08-11,3,0,8,12,0,4,1,1,0.78,0.6818,0.31,0.2537,50,164,214,Medium Usage
5248,2011-08-11,3,0,8,13,0,4,1,1,0.76,0.6667,0.31,0.2239,51,166,217,Medium Usage
5249,2011-08-11,3,0,8,14,0,4,1,1,0.8,0.697,0.29,0.0,39,103,142,Medium Usage
5250,2011-08-11,3,0,8,15,0,4,1,1,0.8,0.697,0.29,0.2985,52,126,178,Medium Usage
5251,2011-08-11,3,0,8,16,0,4,1,1,0.8,0.697,0.27,0.194,57,241,298,Medium Usage
5252,2011-08-11,3,0,8,17,0,4,1,1,0.8,0.697,0.29,0.2537,96,486,582,High Usage
5253,2011-08-11,3,0,8,18,0,4,1,1,0.78,0.6818,0.29,0.0896,74,497,571,High Usage
5254,2011-08-11,3,0,8,19,0,4,1,1,0.74,0.6515,0.35,0.194,48,323,371,Medium Usage
5255,2011-08-11,3,0,8,20,0,4,1,1,0.72,0.6515,0.37,0.1343,56,232,288,Medium Usage
5256,2011-08-11,3,0,8,21,0,4,1,1,0.7,0.6515,0.48,0.0896,35,171,206,Medium Usage
5257,2011-08-11,3,0,8,22,0,4,1,1,0.7,0.6515,0.48,0.0,34,123,157,Medium Usage
5258,2011-08-11,3,0,8,23,0,4,1,1,0.66,0.6212,0.5,0.1642,22,105,127,Medium Usage
5259,2011-08-12,3,0,8,0,0,5,1,1,0.64,0.6212,0.53,0.1642,12,53,65,Low Usage
5260,2011-08-12,3,0,8,1,0,5,1,1,0.64,0.6212,0.53,0.1343,4,19,23,Low Usage
5261,2011-08-12,3,0,8,2,0,5,1,1,0.62,0.6212,0.57,0.194,0,15,15,Low Usage
5262,2011-08-12,3,0,8,3,0,5,1,1,0.62,0.6212,0.53,0.1642,0,9,9,Low Usage
5263,2011-08-12,3,0,8,4,0,5,1,1,0.62,0.6212,0.53,0.1343,0,5,5,Low Usage
5264,2011-08-12,3,0,8,5,0,5,1,1,0.6,0.6212,0.56,0.1343,2,24,26,Low Usage
5265,2011-08-12,3,0,8,6,0,5,1,1,0.62,0.6212,0.5,0.1343,3,73,76,Low Usage
5266,2011-08-12,3,0,8,7,0,5,1,1,0.64,0.6212,0.44,0.1642,17,247,264,Medium Usage
5267,2011-08-12,3,0,8,8,0,5,1,1,0.68,0.6364,0.39,0.2239,29,397,426,Medium Usage
5268,2011-08-12,3,0,8,9,0,5,1,1,0.72,0.6515,0.34,0.1343,27,178,205,Medium Usage
5269,2011-08-12,3,0,8,10,0,5,1,1,0.74,0.6515,0.33,0.1045,44,86,130,Medium Usage
5270,2011-08-12,3,0,8,11,0,5,1,1,0.76,0.6667,0.29,0.0,48,108,156,Medium Usage
5271,2011-08-12,3,0,8,12,0,5,1,1,0.8,0.697,0.27,0.0,55,167,222,Medium Usage
5272,2011-08-12,3,0,8,13,0,5,1,1,0.78,0.6818,0.29,0.0896,74,179,253,Medium Usage
5273,2011-08-12,3,0,8,14,0,5,1,1,0.8,0.697,0.29,0.194,51,135,186,Medium Usage
5274,2011-08-12,3,0,8,15,0,5,1,1,0.8,0.697,0.29,0.1642,59,190,249,Medium Usage
5275,2011-08-12,3,0,8,16,0,5,1,1,0.82,0.7121,0.28,0.0,68,266,334,Medium Usage
5276,2011-08-12,3,0,8,17,0,5,1,1,0.82,0.7121,0.26,0.0,93,423,516,High Usage
5277,2011-08-12,3,0,8,18,0,5,1,1,0.76,0.6818,0.4,0.2985,89,376,465,Medium Usage
5278,2011-08-12,3,0,8,19,0,5,1,1,0.74,0.6667,0.42,0.2239,101,284,385,Medium Usage
5279,2011-08-12,3,0,8,20,0,5,1,1,0.72,0.6515,0.42,0.2239,77,210,287,Medium Usage
5280,2011-08-12,3,0,8,21,0,5,1,1,0.7,0.6515,0.48,0.1343,73,153,226,Medium Usage
5281,2011-08-12,3,0,8,22,0,5,1,1,0.68,0.6364,0.51,0.0,74,157,231,Medium Usage
5282,2011-08-12,3,0,8,23,0,5,1,1,0.68,0.6364,0.51,0.0,51,100,151,Medium Usage
5283,2011-08-13,3,0,8,0,0,6,0,1,0.68,0.6364,0.51,0.1045,15,69,84,Low Usage
5284,2011-08-13,3,0,8,1,0,6,0,2,0.68,0.6364,0.57,0.0896,13,64,77,Low Usage
5285,2011-08-13,3,0,8,2,0,6,0,1,0.68,0.6364,0.57,0.0,16,58,74,Low Usage
5286,2011-08-13,3,0,8,3,0,6,0,1,0.66,0.6212,0.65,0.1343,9,18,27,Low Usage
5287,2011-08-13,3,0,8,4,0,6,0,2,0.64,0.6061,0.73,0.1343,5,5,10,Low Usage
5288,2011-08-13,3,0,8,5,0,6,0,1,0.64,0.6061,0.73,0.1045,3,15,18,Low Usage
5289,2011-08-13,3,0,8,6,0,6,0,1,0.64,0.6061,0.73,0.0896,3,19,22,Low Usage
5290,2011-08-13,3,0,8,7,0,6,0,2,0.66,0.6212,0.74,0.194,10,34,44,Low Usage
5291,2011-08-13,3,0,8,8,0,6,0,2,0.7,0.6515,0.65,0.1642,28,90,118,Medium Usage
5292,2011-08-13,3,0,8,9,0,6,0,2,0.7,0.6667,0.74,0.1642,70,138,208,Medium Usage
5293,2011-08-13,3,0,8,10,0,6,0,2,0.72,0.697,0.74,0.2239,97,163,260,Medium Usage
5294,2011-08-13,3,0,8,11,0,6,0,2,0.74,0.697,0.7,0.194,122,192,314,Medium Usage
5295,2011-08-13,3,0,8,12,0,6,0,2,0.66,0.5909,0.89,0.1642,175,246,421,Medium Usage
5296,2011-08-13,3,0,8,13,0,6,0,2,0.74,0.7121,0.74,0.3284,61,92,153,Medium Usage
5297,2011-08-13,3,0,8,14,0,6,0,1,0.74,0.697,0.7,0.2537,113,146,259,Medium Usage
5298,2011-08-13,3,0,8,15,0,6,0,3,0.68,0.6364,0.79,0.3582,150,208,358,Medium Usage
5299,2011-08-13,3,0,8,16,0,6,0,2,0.7,0.6667,0.74,0.2836,148,133,281,Medium Usage
5300,2011-08-13,3,0,8,17,0,6,0,2,0.72,0.697,0.74,0.2537,97,172,269,Medium Usage
5301,2011-08-13,3,0,8,18,0,6,0,1,0.7,0.6667,0.74,0.2239,123,169,292,Medium Usage
5302,2011-08-13,3,0,8,19,0,6,0,2,0.68,0.6364,0.79,0.2836,67,170,237,Medium Usage
5303,2011-08-13,3,0,8,20,0,6,0,2,0.68,0.6364,0.83,0.2239,78,105,183,Medium Usage
5304,2011-08-13,3,0,8,21,0,6,0,2,0.68,0.6364,0.83,0.3881,40,127,167,Medium Usage
5305,2011-08-13,3,0,8,22,0,6,0,2,0.68,0.6364,0.83,0.3881,36,118,154,Medium Usage
5306,2011-08-13,3,0,8,23,0,6,0,2,0.66,0.6061,0.83,0.3284,25,95,120,Medium Usage
5307,2011-08-14,3,0,8,0,0,0,0,3,0.66,0.6061,0.83,0.2985,19,71,90,Low Usage
5308,2011-08-14,3,0,8,1,0,0,0,3,0.64,0.5758,0.89,0.2239,16,57,73,Low Usage
5309,2011-08-14,3,0,8,2,0,0,0,3,0.64,0.5758,0.89,0.2239,13,49,62,Low Usage
5310,2011-08-14,3,0,8,3,0,0,0,2,0.64,0.5606,0.94,0.2537,5,22,27,Low Usage
5311,2011-08-14,3,0,8,4,0,0,0,3,0.64,0.5606,0.94,0.194,1,2,3,Low Usage
5312,2011-08-14,3,0,8,5,0,0,0,2,0.64,0.5606,0.94,0.1642,1,9,10,Low Usage
5313,2011-08-14,3,0,8,6,0,0,0,2,0.64,0.5606,0.94,0.1045,2,4,6,Low Usage
5314,2011-08-14,3,0,8,7,0,0,0,2,0.66,0.5909,0.89,0.194,4,20,24,Low Usage
5315,2011-08-14,3,0,8,8,0,0,0,2,0.66,0.5909,0.89,0.2836,20,21,41,Low Usage
5316,2011-08-14,3,0,8,9,0,0,0,3,0.66,0.5909,0.89,0.2836,27,76,103,Medium Usage
5317,2011-08-14,3,0,8,10,0,0,0,1,0.7,0.6667,0.79,0.2239,67,116,183,Medium Usage
5318,2011-08-14,3,0,8,11,0,0,0,1,0.7,0.6667,0.79,0.194,81,117,198,Medium Usage
5319,2011-08-14,3,0,8,12,0,0,0,2,0.7,0.6667,0.79,0.2239,98,183,281,Medium Usage
5320,2011-08-14,3,0,8,13,0,0,0,1,0.72,0.697,0.74,0.2537,144,233,377,Medium Usage
5321,2011-08-14,3,0,8,14,0,0,0,1,0.74,0.697,0.7,0.194,126,244,370,Medium Usage
5322,2011-08-14,3,0,8,15,0,0,0,1,0.74,0.697,0.66,0.194,128,203,331,Medium Usage
5323,2011-08-14,3,0,8,16,0,0,0,1,0.74,0.697,0.66,0.1642,116,176,292,Medium Usage
5324,2011-08-14,3,0,8,17,0,0,0,1,0.76,0.7121,0.62,0.1343,133,196,329,Medium Usage
5325,2011-08-14,3,0,8,18,0,0,0,1,0.74,0.697,0.66,0.1642,125,222,347,Medium Usage
5326,2011-08-14,3,0,8,19,0,0,0,1,0.72,0.697,0.74,0.2239,75,184,259,Medium Usage
5327,2011-08-14,3,0,8,20,0,0,0,1,0.7,0.6667,0.84,0.1642,67,126,193,Medium Usage
5328,2011-08-14,3,0,8,21,0,0,0,3,0.6,0.5455,0.88,0.4925,51,104,155,Medium Usage
5329,2011-08-14,3,0,8,22,0,0,0,3,0.6,0.5455,0.88,0.4925,14,25,39,Low Usage
5330,2011-08-14,3,0,8,23,0,0,0,3,0.6,0.5606,0.83,0.0,5,22,27,Low Usage
5331,2011-08-15,3,0,8,0,0,1,1,3,0.6,0.5455,0.88,0.0896,7,18,25,Low Usage
5332,2011-08-15,3,0,8,1,0,1,1,2,0.6,0.5455,0.88,0.1343,1,9,10,Low Usage
5333,2011-08-15,3,0,8,2,0,1,1,2,0.6,0.5606,0.83,0.0,0,3,3,Low Usage
5334,2011-08-15,3,0,8,3,0,1,1,1,0.6,0.5606,0.83,0.194,1,6,7,Low Usage
5335,2011-08-15,3,0,8,4,0,1,1,1,0.6,0.5606,0.83,0.1343,1,4,5,Low Usage
5336,2011-08-15,3,0,8,5,0,1,1,2,0.6,0.5455,0.88,0.194,3,14,17,Low Usage
5337,2011-08-15,3,0,8,6,0,1,1,1,0.6,0.5455,0.88,0.2537,3,87,90,Low Usage
5338,2011-08-15,3,0,8,7,0,1,1,1,0.6,0.5455,0.88,0.2537,10,248,258,Medium Usage
5339,2011-08-15,3,0,8,8,0,1,1,1,0.64,0.5909,0.78,0.3284,29,326,355,Medium Usage
5340,2011-08-15,3,0,8,9,0,1,1,1,0.64,0.5909,0.78,0.3284,52,170,222,Medium Usage
5341,2011-08-15,3,0,8,10,0,1,1,1,0.68,0.6364,0.69,0.2836,54,87,141,Medium Usage
5342,2011-08-15,3,0,8,11,0,1,1,2,0.72,0.6818,0.62,0.2537,41,112,153,Medium Usage
5343,2011-08-15,3,0,8,12,0,1,1,1,0.74,0.6818,0.58,0.2836,62,116,178,Medium Usage
5344,2011-08-15,3,0,8,13,0,1,1,1,0.78,0.7121,0.52,0.2836,53,140,193,Medium Usage
5345,2011-08-15,3,0,8,14,0,1,1,1,0.74,0.6818,0.55,0.0896,56,95,151,Medium Usage
5346,2011-08-15,3,0,8,15,0,1,1,3,0.74,0.6818,0.55,0.2985,49,133,182,Medium Usage
5347,2011-08-15,3,0,8,16,0,1,1,1,0.74,0.6818,0.55,0.3284,58,225,283,Medium Usage
5348,2011-08-15,3,0,8,17,0,1,1,1,0.74,0.6667,0.51,0.2836,59,471,530,High Usage
5349,2011-08-15,3,0,8,18,0,1,1,1,0.7,0.6515,0.65,0.194,70,413,483,Medium Usage
5350,2011-08-15,3,0,8,19,0,1,1,1,0.7,0.6515,0.65,0.0,54,343,397,Medium Usage
5351,2011-08-15,3,0,8,20,0,1,1,1,0.66,0.6212,0.74,0.1343,45,240,285,Medium Usage
5352,2011-08-15,3,0,8,21,0,1,1,1,0.66,0.6212,0.65,0.194,34,150,184,Medium Usage
5353,2011-08-15,3,0,8,22,0,1,1,1,0.66,0.6212,0.69,0.2537,22,76,98,Low Usage
5354,2011-08-15,3,0,8,23,0,1,1,1,0.64,0.6061,0.69,0.2239,11,77,88,Low Usage
5355,2011-08-16,3,0,8,0,0,2,1,1,0.64,0.6061,0.69,0.1045,8,23,31,Low Usage
5356,2011-08-16,3,0,8,1,0,2,1,1,0.64,0.6061,0.69,0.1642,4,12,16,Low Usage
5357,2011-08-16,3,0,8,2,0,2,1,1,0.62,0.5909,0.73,0.2239,1,3,4,Low Usage
5358,2011-08-16,3,0,8,3,0,2,1,1,0.62,0.5909,0.73,0.2239,1,5,6,Low Usage
5359,2011-08-16,3,0,8,4,0,2,1,1,0.64,0.6061,0.69,0.2985,0,5,5,Low Usage
5360,2011-08-16,3,0,8,5,0,2,1,1,0.62,0.5909,0.73,0.2836,1,29,30,Low Usage
5361,2011-08-16,3,0,8,6,0,2,1,1,0.62,0.5909,0.73,0.3284,4,115,119,Medium Usage
5362,2011-08-16,3,0,8,7,0,2,1,1,0.64,0.6061,0.69,0.2537,18,328,346,Medium Usage
5363,2011-08-16,3,0,8,8,0,2,1,1,0.7,0.6515,0.58,0.4478,24,417,441,Medium Usage
5364,2011-08-16,3,0,8,9,0,2,1,1,0.68,0.6364,0.61,0.2836,27,171,198,Medium Usage
5365,2011-08-16,3,0,8,10,0,2,1,1,0.7,0.6515,0.58,0.3881,28,83,111,Medium Usage
5366,2011-08-16,3,0,8,11,0,2,1,1,0.74,0.6667,0.51,0.2239,40,110,150,Medium Usage
5367,2011-08-16,3,0,8,12,0,2,1,1,0.76,0.6818,0.48,0.3284,42,120,162,Medium Usage
5368,2011-08-16,3,0,8,13,0,2,1,1,0.76,0.6818,0.48,0.2985,45,147,192,Medium Usage
5369,2011-08-16,3,0,8,14,0,2,1,1,0.76,0.6818,0.45,0.4179,65,117,182,Medium Usage
5370,2011-08-16,3,0,8,15,0,2,1,1,0.8,0.7121,0.41,0.2985,36,123,159,Medium Usage
5371,2011-08-16,3,0,8,16,0,2,1,1,0.8,0.7121,0.41,0.2239,55,248,303,Medium Usage
5372,2011-08-16,3,0,8,17,0,2,1,1,0.76,0.6818,0.45,0.3284,75,525,600,High Usage
5373,2011-08-16,3,0,8,18,0,2,1,1,0.76,0.6818,0.45,0.2239,54,516,570,High Usage
5374,2011-08-16,3,0,8,19,0,2,1,1,0.74,0.6667,0.48,0.194,56,320,376,Medium Usage
5375,2011-08-16,3,0,8,20,0,2,1,1,0.74,0.6667,0.51,0.0,48,232,280,Medium Usage
5376,2011-08-16,3,0,8,21,0,2,1,1,0.72,0.6667,0.54,0.0,38,177,215,Medium Usage
5377,2011-08-16,3,0,8,22,0,2,1,1,0.7,0.6515,0.61,0.0,31,121,152,Medium Usage
5378,2011-08-16,3,0,8,23,0,2,1,1,0.66,0.6212,0.65,0.1343,20,57,77,Low Usage
5379,2011-08-17,3,0,8,0,0,3,1,1,0.66,0.6212,0.69,0.0896,8,16,24,Low Usage
5380,2011-08-17,3,0,8,1,0,3,1,1,0.64,0.6061,0.73,0.1642,2,12,14,Low Usage
5381,2011-08-17,3,0,8,2,0,3,1,1,0.66,0.6212,0.69,0.0,0,6,6,Low Usage
5382,2011-08-17,3,0,8,3,0,3,1,1,0.64,0.5909,0.78,0.0,1,4,5,Low Usage
5383,2011-08-17,3,0,8,4,0,3,1,1,0.64,0.6061,0.73,0.0,0,5,5,Low Usage
5384,2011-08-17,3,0,8,5,0,3,1,1,0.64,0.6061,0.73,0.0,0,28,28,Low Usage
5385,2011-08-17,3,0,8,6,0,3,1,1,0.62,0.5909,0.78,0.0,4,101,105,Medium Usage
5386,2011-08-17,3,0,8,7,0,3,1,1,0.66,0.6212,0.65,0.0896,12,296,308,Medium Usage
5387,2011-08-17,3,0,8,8,0,3,1,1,0.7,0.6515,0.54,0.1642,35,452,487,Medium Usage
5388,2011-08-17,3,0,8,9,0,3,1,1,0.74,0.6667,0.48,0.0896,31,178,209,Medium Usage
5389,2011-08-17,3,0,8,10,0,3,1,1,0.76,0.6818,0.43,0.0896,27,91,118,Medium Usage
5390,2011-08-17,3,0,8,11,0,3,1,1,0.78,0.697,0.43,0.1045,20,108,128,Medium Usage
5391,2011-08-17,3,0,8,12,0,3,1,1,0.8,0.7273,0.43,0.2836,26,163,189,Medium Usage
5392,2011-08-17,3,0,8,13,0,3,1,1,0.8,0.7121,0.41,0.194,38,138,176,Medium Usage
5393,2011-08-17,3,0,8,14,0,3,1,1,0.82,0.7273,0.36,0.1642,54,138,192,Medium Usage
5394,2011-08-17,3,0,8,15,0,3,1,1,0.8,0.7273,0.43,0.1343,42,117,159,Medium Usage
5395,2011-08-17,3,0,8,16,0,3,1,1,0.82,0.7424,0.43,0.2239,62,238,300,Medium Usage
5396,2011-08-17,3,0,8,17,0,3,1,1,0.8,0.7424,0.49,0.2239,46,506,552,High Usage
5397,2011-08-17,3,0,8,18,0,3,1,1,0.76,0.697,0.55,0.2537,86,470,556,High Usage
5398,2011-08-17,3,0,8,19,0,3,1,1,0.76,0.697,0.55,0.2239,50,297,347,Medium Usage
5399,2011-08-17,3,0,8,20,0,3,1,1,0.74,0.6818,0.58,0.2537,37,243,280,Medium Usage
5400,2011-08-17,3,0,8,21,0,3,1,1,0.72,0.6818,0.62,0.2239,38,192,230,Medium Usage
5401,2011-08-17,3,0,8,22,0,3,1,1,0.7,0.6515,0.65,0.194,29,142,171,Medium Usage
5402,2011-08-17,3,0,8,23,0,3,1,1,0.7,0.6515,0.65,0.2836,20,85,105,Medium Usage
5403,2011-08-18,3,0,8,0,0,4,1,1,0.68,0.6364,0.65,0.1343,18,38,56,Low Usage
5404,2011-08-18,3,0,8,1,0,4,1,2,0.66,0.6212,0.65,0.1642,13,11,24,Low Usage
5405,2011-08-18,3,0,8,2,0,4,1,1,0.66,0.6212,0.65,0.2239,2,4,6,Low Usage
